Event_ID,Employee_ID,Business_Process,Step_Name,Milestone,Due_Date,Status,Completed_Date,Assigned_To_Role
BP-91103,EMP7084,Onboarding,Mid-probation review,Day 60,2026-08-23,Not Started,,IT
BP-91104,EMP7084,Onboarding,Probation decision,Day 90,2026-10-10,In Progress,,Payroll
BP-91105,EMP7084,Onboarding,90-day survey,Day 90,2026-09-13,In Progress,,IT
BP-91106,EMP7085,Onboarding,Laptop issued,Day 1,2026-07-14,Completed,2026-07-25,IT
BP-91107,EMP7085,Onboarding,Email + SSO access,Day 1,2026-06-24,Completed,2026-06-24,Payroll
BP-91108,EMP7085,Onboarding,Building badge,Day 1,2026-06-22,Not Started,,Manager
BP-91109,EMP7085,Onboarding,Team introduction,Day 1,2026-06-28,Escalated,,HR
BP-91110,EMP7085,Onboarding,Compliance training assigned,Day 7,2026-07-13,Not Started,,HR
BP-91111,EMP7085,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-06,Completed,2026-07-19,HR
BP-91112,EMP7085,Onboarding,First 1:1 scheduled,Day 7,2026-06-30,In Progress,,Payroll
BP-91113,EMP7085,Onboarding,Role goals set,Day 30,2026-08-03,Completed,2026-08-21,Payroll
BP-91114,EMP7085,Onboarding,Compliance Document signed,Day 30,2026-07-13,Completed,2026-07-08,Payroll
BP-91115,EMP7085,Onboarding,30-day check-in,Day 30,2026-08-03,Completed,2026-08-06,HR
BP-91116,EMP7085,Onboarding,Mid-probation review,Day 60,2026-09-04,Completed,2026-09-04,HR
BP-91117,EMP7085,Onboarding,Probation decision,Day 90,2026-09-12,Completed,2026-09-23,Payroll
BP-91118,EMP7085,Onboarding,90-day survey,Day 90,12/09/2026,In Progress,,HR
BP-91119,EMP7086,Onboarding,Laptop issued,Day 1,2026-07-26,In Progress,,Payroll
BP-91120,EMP7086,Onboarding,Email + SSO access,Day 1,2026-07-18,Completed,2026-07-12,HR
BP-91121,EMP7086,Onboarding,Building badge,Day 1,2026-07-08,Not Started,,HR
BP-91122,EMP7086,Onboarding,Team introduction,Day 1,2026-07-24,Completed,2026-08-07,HR
BP-91123,EMP7086,Onboarding,Compliance training assigned,Day 7,2026-07-10,Completed,2026-07-16,Payroll
BP-91124,EMP7086,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-22,Completed,2026-07-22,Manager
BP-91125,EMP7086,Onboarding,First 1:1 scheduled,Day 7,2026-07-24,Not Started,,IT
BP-91126,EMP7086,Onboarding,Role goals set,Day 30,2026-08-02,Completed,2026-08-18,Payroll
BP-91127,EMP7086,Onboarding,Compliance Document signed,Day 30,2026-08-02,Escalated,,Payroll
BP-91128,EMP7086,Onboarding,30-day check-in,Day 30,2026-08-06,Completed,2026-08-08,Payroll
BP-91129,EMP7086,Onboarding,Mid-probation review,Day 60,2026-09-01,Completed,2026-08-29,Manager
BP-91130,EMP7086,Onboarding,Probation decision,Day 90,2026-09-25,In Progress,,HR
BP-91131,EMP7086,Onboarding,90-day survey,Day 90,2026-10-12,Completed,2026-10-09,Manager
BP-91132,EMP7087,Onboarding,Laptop issued,Day 1,2026-06-30,Completed,2026-07-09,Manager
BP-91133,EMP7087,Onboarding,Email + SSO access,Day 1,2026-07-03,In Progress,,Payroll
BP-91134,EMP7087,Onboarding,Building badge,Day 1,2026-07-26,Completed,2026-08-09,IT
BP-91135,EMP7087,Onboarding,Team introduction,Day 1,2026-06-30,Completed,2026-06-24,Payroll
BP-91136,EMP7087,Onboarding,Compliance training assigned,Day 7,2026-07-21,Not Started,,IT
BP-91137,EMP7087,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-27,Completed,2026-07-19,Manager
BP-91138,EMP7087,Onboarding,First 1:1 scheduled,Day 7,2026-07-07,Not Started,,Payroll
BP-91139,EMP7087,Onboarding,Role goals set,Day 30,2026-08-24,Completed,2026-09-06,Manager
BP-91140,EMP7087,Onboarding,Compliance Document signed,Day 30,2026-08-03,Completed,2026-08-17,IT
BP-91141,EMP7087,Onboarding,30-day check-in,Day 30,2026-08-23,Completed,2026-09-02,Payroll
BP-91142,EMP7087,Onboarding,Mid-probation review,Day 60,2026-09-10,Not Started,,Manager
BP-91143,EMP7087,Onboarding,Probation decision,Day 90,2026-10-09,Completed,2026-10-13,Payroll
BP-91144,EMP7087,Onboarding,90-day survey,Day 90,2026-10-11,Completed,2026-10-03,Manager
BP-91145,EMP7088,Onboarding,Laptop issued,Day 1,2026-07-26,Not Started,,Manager
BP-91146,EMP7088,Onboarding,Email + SSO access,Day 1,2026-06-29,In Progress,,IT
BP-91147,EMP7088,Onboarding,Building badge,Day 1,06/07/2026,Not Started,,IT
BP-91148,EMP7088,Onboarding,Team introduction,Day 1,2026-07-08,Completed,2026-07-20,Payroll
BP-91149,EMP7088,Onboarding,Compliance training assigned,Day 7,2026-07-13,In Progress,,IT
BP-91150,EMP7088,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-04,Completed,2026-07-20,IT
BP-91151,EMP7088,Onboarding,First 1:1 scheduled,Day 7,2026-07-22,Completed,2026-07-19,Payroll
BP-91152,EMP7088,Onboarding,Role goals set,Day 30,2026-08-24,Completed,2026-09-06,HR
BP-91153,EMP7088,Onboarding,Compliance Document signed,Day 30,2026-08-03,Not Started,,Manager
BP-91154,EMP7088,Onboarding,30-day check-in,Day 30,2026-08-22,Completed,2026-09-03,IT
BP-91155,EMP7088,Onboarding,Mid-probation review,Day 60,2026-09-08,Completed,2026-09-20,Manager
BP-91156,EMP7088,Onboarding,Probation decision,Day 90,2026-10-16,Completed,2026-10-12,Payroll
BP-91157,EMP7088,Onboarding,90-day survey,Day 90,2026-09-29,Completed,2026-10-14,HR
BP-91158,EMP7089,Onboarding,Laptop issued,Day 1,2026-07-12,Completed,2026-07-06,IT
BP-91159,EMP7089,Onboarding,Email + SSO access,Day 1,2026-07-12,In Progress,,Manager
BP-91160,EMP7089,Onboarding,Building badge,Day 1,2026-07-27,Completed,2026-07-20,IT
BP-91161,EMP7089,Onboarding,Team introduction,Day 1,2026-06-28,Completed,2026-07-15,Payroll
BP-91162,EMP7089,Onboarding,Compliance training assigned,Day 7,2026-07-15,Completed,2026-07-13,Manager
BP-91163,EMP7089,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-02,Not Started,,HR
BP-91164,EMP7089,Onboarding,First 1:1 scheduled,Day 7,2026-07-26,In Progress,,HR
BP-91165,EMP7089,Onboarding,Role goals set,Day 30,2026-08-24,Completed,2026-08-17,HR
BP-91166,EMP7089,Onboarding,Compliance Document signed,Day 30,2026-08-10,Not Started,,Payroll
BP-91167,EMP7089,Onboarding,30-day check-in,Day 30,2026-08-10,In Progress,,Payroll
BP-91168,EMP7089,Onboarding,Mid-probation review,Day 60,2026-09-01,Not Started,,HR
BP-91169,EMP7089,Onboarding,Probation decision,Day 90,2026-09-24,Completed,2026-10-06,Payroll
BP-91170,EMP7089,Onboarding,90-day survey,Day 90,2026-10-22,Completed,2026-11-09,Payroll
BP-91171,EMP7090,Onboarding,Laptop issued,Day 1,2026-06-27,In Progress,,HR
BP-91172,EMP7090,Onboarding,Email + SSO access,Day 1,2026-07-09,In Progress,,Payroll
BP-91173,EMP7090,Onboarding,Building badge,Day 1,2026-07-09,Completed,2026-07-04,Manager
BP-91174,EMP7090,Onboarding,Team introduction,Day 1,2026-07-02,In Progress,,HR
BP-91175,EMP7090,Onboarding,Compliance training assigned,Day 7,2026-06-21,Completed,2026-06-26,IT
BP-91176,EMP7090,Onboarding,Policy handbook acknowledgement,Day 7,14/07/2026,Not Started,,Manager
BP-91177,EMP7090,Onboarding,First 1:1 scheduled,Day 7,2026-06-29,Completed,2026-07-12,HR
BP-91178,EMP7090,Onboarding,Role goals set,Day 30,2026-07-22,Completed,2026-08-07,Payroll
BP-91179,EMP7090,Onboarding,Compliance Document signed,Day 30,2026-07-30,Completed,2026-08-01,Payroll
BP-91180,EMP7090,Onboarding,30-day check-in,Day 30,2026-07-15,Completed,2026-07-11,Manager
BP-91181,EMP7090,Onboarding,Mid-probation review,Day 60,2026-08-16,Not Started,,IT
BP-91182,EMP7090,Onboarding,Probation decision,Day 90,2026-09-27,Completed,2026-10-03,HR
BP-91183,EMP7090,Onboarding,90-day survey,Day 90,2026-10-09,In Progress,,Payroll
BP-91184,EMP7091,Onboarding,Laptop issued,Day 1,2026-07-27,Completed,2026-08-13,Manager
BP-91185,EMP7091,Onboarding,Email + SSO access,Day 1,2026-08-16,Completed,2026-08-08,Manager
BP-91186,EMP7091,Onboarding,Building badge,Day 1,2026-07-25,Completed,2026-07-17,HR
BP-91187,EMP7091,Onboarding,Team introduction,Day 1,2026-08-21,Completed,2026-09-04,IT
BP-91188,EMP7091,Onboarding,Compliance training assigned,Day 7,2026-08-11,Not Started,,Manager
BP-91189,EMP7091,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-20,Completed,2026-08-18,HR
BP-91190,EMP7091,Onboarding,First 1:1 scheduled,Day 7,2026-08-18,Completed,2026-08-26,Manager
BP-91191,EMP7091,Onboarding,Role goals set,Day 30,2026-09-03,Completed,2026-08-31,Payroll
BP-91192,EMP7091,Onboarding,Compliance Document signed,Day 30,2026-09-09,Completed,2026-09-23,Manager
BP-91193,EMP7091,Onboarding,30-day check-in,Day 30,2026-09-09,Completed,2026-09-21,IT
BP-91194,EMP7091,Onboarding,Mid-probation review,Day 60,2026-10-01,Completed,2026-09-23,HR
BP-91195,EMP7091,Onboarding,Probation decision,Day 90,2026-10-26,Completed,2026-11-03,Payroll
BP-91196,EMP7091,Onboarding,90-day survey,Day 90,2026-11-08,Completed,2026-11-24,HR
BP-91197,EMP7092,Onboarding,Laptop issued,Day 1,2026-05-16,Escalated,,HR
BP-91198,EMP7092,Onboarding,Email + SSO access,Day 1,2026-05-10,Completed,2026-05-08,Payroll
BP-91199,EMP7092,Onboarding,Building badge,Day 1,2026-05-27,Completed,2026-06-09,Manager
BP-91200,EMP7092,Onboarding,Team introduction,Day 1,2026-05-17,Completed,2026-05-14,Payroll
BP-91201,EMP7092,Onboarding,Compliance training assigned,Day 7,2026-05-09,Not Started,,IT
BP-91202,EMP7092,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-17,Completed,2026-05-22,IT
BP-91203,EMP7092,Onboarding,First 1:1 scheduled,Day 7,2026-05-18,In Progress,,Manager
BP-91204,EMP7092,Onboarding,Role goals set,Day 30,2026-06-01,Completed,2026-06-16,Payroll
BP-91205,EMP7092,Onboarding,Compliance Document signed,Day 30,29/06/2026,In Progress,,HR
BP-91206,EMP7092,Onboarding,30-day check-in,Day 30,2026-06-05,Completed,2026-06-12,Payroll
BP-91207,EMP7092,Onboarding,Mid-probation review,Day 60,2026-07-02,Completed,2026-07-17,Manager
BP-91208,EMP7092,Onboarding,Probation decision,Day 90,2026-08-17,In Progress,,IT
BP-91209,EMP7092,Onboarding,90-day survey,Day 90,2026-08-12,Completed,2026-08-27,IT
BP-91210,EMP7093,Onboarding,Laptop issued,Day 1,2026-04-26,Escalated,,Payroll
BP-91211,EMP7093,Onboarding,Email + SSO access,Day 1,2026-04-29,Completed,2026-04-24,HR
BP-91212,EMP7093,Onboarding,Building badge,Day 1,2026-05-12,Completed,2026-05-10,Manager
BP-91213,EMP7093,Onboarding,Team introduction,Day 1,2026-05-17,Completed,2026-05-11,Manager
BP-91214,EMP7093,Onboarding,Compliance training assigned,Day 7,2026-05-13,In Progress,,Payroll
BP-91215,EMP7093,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-23,Completed,2026-05-19,HR
BP-91216,EMP7093,Onboarding,First 1:1 scheduled,Day 7,2026-05-24,In Progress,,Manager
BP-91217,EMP7093,Onboarding,Role goals set,Day 30,2026-05-23,Completed,2026-05-26,HR
BP-91218,EMP7093,Onboarding,Compliance Document signed,Day 30,2026-06-01,Not Started,,HR
BP-91219,EMP7093,Onboarding,30-day check-in,Day 30,2026-06-07,Completed,2026-06-07,HR
BP-91220,EMP7093,Onboarding,Mid-probation review,Day 60,2026-06-27,Completed,2026-06-20,Payroll
BP-91221,EMP7093,Onboarding,Probation decision,Day 90,2026-07-25,Completed,2026-07-20,Manager
BP-91222,EMP7093,Onboarding,90-day survey,Day 90,2026-07-31,Completed,2026-07-28,IT
BP-91223,EMP7094,Onboarding,Laptop issued,Day 1,2026-07-15,Completed,2026-07-26,HR
BP-91224,EMP7094,Onboarding,Email + SSO access,Day 1,2026-08-02,Not Started,,HR
BP-91225,EMP7094,Onboarding,Building badge,Day 1,2026-07-26,In Progress,,HR
BP-91226,EMP7094,Onboarding,Team introduction,Day 1,2026-07-10,Completed,2026-07-18,Manager
BP-91227,EMP7094,Onboarding,Compliance training assigned,Day 7,2026-08-10,Completed,2026-08-20,Manager
BP-91228,EMP7094,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-09,Completed,2026-08-09,Payroll
BP-91229,EMP7094,Onboarding,First 1:1 scheduled,Day 7,2026-08-06,Completed,2026-08-21,HR
BP-91230,EMP7094,Onboarding,Role goals set,Day 30,2026-08-13,Completed,2026-08-18,HR
BP-91231,EMP7094,Onboarding,Compliance Document signed,Day 30,2026-09-03,In Progress,,HR
BP-91232,EMP7094,Onboarding,30-day check-in,Day 30,2026-09-04,In Progress,,Payroll
BP-91233,EMP7094,Onboarding,Mid-probation review,Day 60,2026-09-18,Completed,2026-09-11,Manager
BP-91234,EMP7094,Onboarding,Probation decision,Day 90,28/10/2026,Escalated,,Payroll
BP-91235,EMP7094,Onboarding,90-day survey,Day 90,2026-10-18,In Progress,,Manager
BP-91236,EMP7095,Onboarding,Laptop issued,Day 1,2026-05-16,Not Started,,Payroll
BP-91237,EMP7095,Onboarding,Email + SSO access,Day 1,2026-05-15,In Progress,,HR
BP-91238,EMP7095,Onboarding,Building badge,Day 1,2026-05-03,In Progress,,Payroll
BP-91239,EMP7095,Onboarding,Team introduction,Day 1,2026-05-23,Not Started,,Manager
BP-91240,EMP7095,Onboarding,Compliance training assigned,Day 7,2026-06-06,Completed,2026-06-02,IT
BP-91241,EMP7095,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-16,Completed,2026-05-28,Payroll
BP-91242,EMP7095,Onboarding,First 1:1 scheduled,Day 7,2026-05-07,In Progress,,IT
BP-91243,EMP7095,Onboarding,Role goals set,Day 30,2026-06-04,Not Started,,Manager
BP-91244,EMP7095,Onboarding,Compliance Document signed,Day 30,2026-06-26,In Progress,,Payroll
BP-91245,EMP7095,Onboarding,30-day check-in,Day 30,2026-06-13,Completed,2026-06-29,HR
BP-91246,EMP7095,Onboarding,Mid-probation review,Day 60,2026-07-26,Not Started,,Manager
BP-91247,EMP7095,Onboarding,Probation decision,Day 90,2026-08-03,Completed,2026-08-15,Manager
BP-91248,EMP7095,Onboarding,90-day survey,Day 90,2026-08-20,Not Started,,Payroll
BP-91249,EMP7096,Onboarding,Laptop issued,Day 1,2026-06-12,In Progress,,Payroll
BP-91250,EMP7096,Onboarding,Email + SSO access,Day 1,2026-05-28,Not Started,,IT
BP-91251,EMP7096,Onboarding,Building badge,Day 1,2026-06-01,Completed,2026-06-02,Manager
BP-91252,EMP7096,Onboarding,Team introduction,Day 1,2026-06-09,Completed,2026-06-23,HR
BP-91253,EMP7096,Onboarding,Compliance training assigned,Day 7,2026-06-16,Not Started,,Payroll
BP-91254,EMP7096,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-10,Completed,2026-06-25,Payroll
BP-91255,EMP7096,Onboarding,First 1:1 scheduled,Day 7,2026-06-07,Not Started,,IT
BP-91256,EMP7096,Onboarding,Role goals set,Day 30,2026-07-12,Completed,2026-07-07,Manager
BP-91257,EMP7096,Onboarding,Compliance Document signed,Day 30,2026-06-25,Completed,2026-07-06,Payroll
BP-91258,EMP7096,Onboarding,30-day check-in,Day 30,2026-06-25,Completed,2026-06-22,Payroll
BP-91259,EMP7096,Onboarding,Mid-probation review,Day 60,2026-07-31,Not Started,,HR
BP-91260,EMP7096,Onboarding,Probation decision,Day 90,2026-08-17,Completed,2026-08-16,Payroll
BP-91261,EMP7096,Onboarding,90-day survey,Day 90,2026-09-02,In Progress,,HR
BP-91262,EMP7097,Onboarding,Laptop issued,Day 1,2026-08-03,Escalated,,HR
BP-91263,EMP7097,Onboarding,Email + SSO access,Day 1,20/07/2026,Completed,2026-07-20,Manager
BP-91264,EMP7097,Onboarding,Building badge,Day 1,2026-07-18,Completed,2026-07-12,IT
BP-91265,EMP7097,Onboarding,Team introduction,Day 1,2026-07-21,Completed,2026-07-28,Payroll
BP-91266,EMP7097,Onboarding,Compliance training assigned,Day 7,2026-07-31,Not Started,,IT
BP-91267,EMP7097,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-30,In Progress,,IT
BP-91268,EMP7097,Onboarding,First 1:1 scheduled,Day 7,2026-08-10,Not Started,,Payroll
BP-91269,EMP7097,Onboarding,Role goals set,Day 30,2026-08-14,Completed,2026-08-08,Payroll
BP-91270,EMP7097,Onboarding,Compliance Document signed,Day 30,2026-08-20,Completed,2026-08-21,Payroll
BP-91271,EMP7097,Onboarding,30-day check-in,Day 30,2026-08-11,Completed,2026-08-11,Payroll
BP-91272,EMP7097,Onboarding,Mid-probation review,Day 60,2026-09-29,Completed,2026-10-06,HR
BP-91273,EMP7097,Onboarding,Probation decision,Day 90,2026-11-03,Completed,2026-11-11,Payroll
BP-91274,EMP7097,Onboarding,90-day survey,Day 90,2026-10-16,Completed,2026-10-29,HR
BP-91275,EMP7098,Onboarding,Laptop issued,Day 1,2026-06-25,Completed,2026-06-30,Manager
BP-91276,EMP7098,Onboarding,Email + SSO access,Day 1,2026-07-03,Not Started,,Payroll
BP-91277,EMP7098,Onboarding,Building badge,Day 1,2026-06-19,Completed,2026-06-13,Payroll
BP-91278,EMP7098,Onboarding,Team introduction,Day 1,2026-07-07,Completed,2026-07-25,IT
BP-91279,EMP7098,Onboarding,Compliance training assigned,Day 7,2026-06-29,In Progress,,IT
BP-91280,EMP7098,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-06,Not Started,,IT
BP-91281,EMP7098,Onboarding,First 1:1 scheduled,Day 7,2026-07-01,In Progress,,Manager
BP-91282,EMP7098,Onboarding,Role goals set,Day 30,2026-07-23,Completed,2026-08-02,HR
BP-91283,EMP7098,Onboarding,Compliance Document signed,Day 30,2026-08-06,Completed,2026-08-03,IT
BP-91284,EMP7098,Onboarding,30-day check-in,Day 30,2026-07-16,In Progress,,IT
BP-91285,EMP7098,Onboarding,Mid-probation review,Day 60,2026-08-17,Escalated,,Payroll
BP-91286,EMP7098,Onboarding,Probation decision,Day 90,2026-09-11,Completed,2026-09-12,Manager
BP-91287,EMP7098,Onboarding,90-day survey,Day 90,2026-10-07,Completed,2026-10-18,HR
BP-91288,EMP7099,Onboarding,Laptop issued,Day 1,2026-05-21,In Progress,,IT
BP-91289,EMP7099,Onboarding,Email + SSO access,Day 1,2026-05-04,Completed,2026-05-22,HR
BP-91290,EMP7099,Onboarding,Building badge,Day 1,2026-05-04,Completed,2026-04-29,Payroll
BP-91291,EMP7099,Onboarding,Team introduction,Day 1,2026-05-09,In Progress,,HR
BP-91292,EMP7099,Onboarding,Compliance training assigned,Day 7,19/05/2026,Completed,2026-05-22,HR
BP-91293,EMP7099,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-11,In Progress,,Payroll
BP-91294,EMP7099,Onboarding,First 1:1 scheduled,Day 7,2026-05-26,Completed,2026-05-29,HR
BP-91295,EMP7099,Onboarding,Role goals set,Day 30,2026-06-08,Completed,2026-06-17,HR
BP-91296,EMP7099,Onboarding,Compliance Document signed,Day 30,2026-06-14,Completed,2026-06-09,Payroll
BP-91297,EMP7099,Onboarding,30-day check-in,Day 30,2026-06-09,In Progress,,HR
BP-91298,EMP7099,Onboarding,Mid-probation review,Day 60,2026-07-27,Completed,2026-07-29,HR
BP-91299,EMP7099,Onboarding,Probation decision,Day 90,2026-07-27,Not Started,,IT
BP-91300,EMP7099,Onboarding,90-day survey,Day 90,2026-08-16,Not Started,,IT
BP-91301,EMP7100,Onboarding,Laptop issued,Day 1,2026-05-18,Completed,2026-06-03,HR
BP-91302,EMP7100,Onboarding,Email + SSO access,Day 1,2026-05-28,In Progress,,Manager
BP-91303,EMP7100,Onboarding,Building badge,Day 1,2026-05-13,Not Started,,Payroll
BP-91304,EMP7100,Onboarding,Team introduction,Day 1,2026-05-26,In Progress,,Payroll
BP-91305,EMP7100,Onboarding,Compliance training assigned,Day 7,2026-05-13,Not Started,,Payroll
BP-91306,EMP7100,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-18,Completed,2026-05-22,HR
BP-91307,EMP7100,Onboarding,First 1:1 scheduled,Day 7,2026-05-23,Completed,2026-05-17,IT
BP-91308,EMP7100,Onboarding,Role goals set,Day 30,2026-06-02,In Progress,,HR
BP-91309,EMP7100,Onboarding,Compliance Document signed,Day 30,2026-06-19,In Progress,,HR
BP-91310,EMP7100,Onboarding,30-day check-in,Day 30,2026-06-26,Escalated,,IT
BP-91311,EMP7100,Onboarding,Mid-probation review,Day 60,2026-07-07,Completed,2026-07-01,Manager
BP-91312,EMP7100,Onboarding,Probation decision,Day 90,2026-08-21,Not Started,,Payroll
BP-91313,EMP7100,Onboarding,90-day survey,Day 90,2026-08-16,Completed,2026-08-14,Manager
BP-91314,EMP7101,Onboarding,Laptop issued,Day 1,2026-04-27,In Progress,,Payroll
BP-91315,EMP7101,Onboarding,Email + SSO access,Day 1,2026-05-16,Not Started,,IT
BP-91316,EMP7101,Onboarding,Building badge,Day 1,2026-04-29,Completed,2026-05-13,Manager
BP-91317,EMP7101,Onboarding,Team introduction,Day 1,2026-04-28,Completed,2026-05-01,Payroll
BP-91318,EMP7101,Onboarding,Compliance training assigned,Day 7,2026-05-02,Completed,2026-05-05,IT
BP-91319,EMP7101,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-07,In Progress,,Payroll
BP-91320,EMP7101,Onboarding,First 1:1 scheduled,Day 7,2026-04-29,Not Started,,Manager
BP-91321,EMP7101,Onboarding,Role goals set,Day 30,08/06/2026,Completed,2026-06-25,Manager
BP-91322,EMP7101,Onboarding,Compliance Document signed,Day 30,2026-05-25,Completed,2026-06-11,Manager
BP-91323,EMP7101,Onboarding,30-day check-in,Day 30,2026-06-08,Completed,2026-06-04,Payroll
BP-91324,EMP7101,Onboarding,Mid-probation review,Day 60,2026-06-19,Completed,2026-06-20,Manager
BP-91325,EMP7101,Onboarding,Probation decision,Day 90,2026-08-11,In Progress,,IT
BP-91326,EMP7101,Onboarding,90-day survey,Day 90,2026-07-17,In Progress,,Manager
BP-91327,EMP7102,Onboarding,Laptop issued,Day 1,2026-05-30,Completed,2026-06-04,IT
BP-91328,EMP7102,Onboarding,Email + SSO access,Day 1,2026-06-10,Completed,2026-06-19,Manager
BP-91329,EMP7102,Onboarding,Building badge,Day 1,2026-06-19,In Progress,,HR
BP-91330,EMP7102,Onboarding,Team introduction,Day 1,2026-06-03,Completed,2026-06-21,Manager
BP-91331,EMP7102,Onboarding,Compliance training assigned,Day 7,2026-06-12,In Progress,,Manager
BP-91332,EMP7102,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-04,Completed,2026-06-22,IT
BP-91333,EMP7102,Onboarding,First 1:1 scheduled,Day 7,2026-06-18,In Progress,,Manager
BP-91334,EMP7102,Onboarding,Role goals set,Day 30,2026-07-03,Completed,2026-07-20,Payroll
BP-91335,EMP7102,Onboarding,Compliance Document signed,Day 30,2026-06-30,Completed,2026-07-01,Manager
BP-91336,EMP7102,Onboarding,30-day check-in,Day 30,2026-06-29,Not Started,,IT
BP-91337,EMP7102,Onboarding,Mid-probation review,Day 60,2026-08-08,Completed,2026-08-15,HR
BP-91338,EMP7102,Onboarding,Probation decision,Day 90,2026-08-25,Completed,2026-09-10,IT
BP-91339,EMP7102,Onboarding,90-day survey,Day 90,2026-09-09,Completed,2026-09-20,IT
BP-91340,EMP7103,Onboarding,Laptop issued,Day 1,2026-05-20,In Progress,,Manager
BP-91341,EMP7103,Onboarding,Email + SSO access,Day 1,2026-05-29,Completed,2026-06-10,Manager
BP-91342,EMP7103,Onboarding,Building badge,Day 1,2026-05-24,Completed,2026-05-27,Payroll
BP-91343,EMP7103,Onboarding,Team introduction,Day 1,2026-05-29,Completed,2026-05-26,Payroll
BP-91344,EMP7103,Onboarding,Compliance training assigned,Day 7,2026-05-12,Completed,2026-05-18,HR
BP-91345,EMP7103,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-19,Completed,2026-05-12,IT
BP-91346,EMP7103,Onboarding,First 1:1 scheduled,Day 7,2026-05-19,Completed,2026-05-31,IT
BP-91347,EMP7103,Onboarding,Role goals set,Day 30,2026-06-01,Completed,2026-06-02,Payroll
BP-91348,EMP7103,Onboarding,Compliance Document signed,Day 30,2026-06-16,Completed,2026-07-02,HR
BP-91349,EMP7103,Onboarding,30-day check-in,Day 30,2026-06-24,Completed,2026-07-05,HR
BP-91350,EMP7103,Onboarding,Mid-probation review,Day 60,17/07/2026,Completed,2026-07-19,IT
BP-91351,EMP7103,Onboarding,Probation decision,Day 90,2026-08-07,Not Started,,IT
BP-91352,EMP7103,Onboarding,90-day survey,Day 90,2026-08-02,In Progress,,IT
BP-91353,EMP7104,Onboarding,Laptop issued,Day 1,2026-05-25,Completed,2026-05-17,HR
BP-91354,EMP7104,Onboarding,Email + SSO access,Day 1,2026-05-15,Completed,2026-05-18,Manager
BP-91355,EMP7104,Onboarding,Building badge,Day 1,2026-05-12,Completed,2026-05-09,Payroll
BP-91356,EMP7104,Onboarding,Team introduction,Day 1,2026-05-05,Completed,2026-05-13,HR
BP-91357,EMP7104,Onboarding,Compliance training assigned,Day 7,2026-05-31,Completed,2026-06-17,Payroll
BP-91358,EMP7104,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-18,Completed,2026-05-12,Payroll
BP-91359,EMP7104,Onboarding,First 1:1 scheduled,Day 7,2026-05-31,Completed,2026-05-23,Manager
BP-91360,EMP7104,Onboarding,Role goals set,Day 30,2026-06-08,Completed,2026-06-22,IT
BP-91361,EMP7104,Onboarding,Compliance Document signed,Day 30,2026-06-01,Completed,2026-06-12,IT
BP-91362,EMP7104,Onboarding,30-day check-in,Day 30,2026-06-02,Not Started,,IT
BP-91363,EMP7104,Onboarding,Mid-probation review,Day 60,2026-06-27,Escalated,,Payroll
BP-91364,EMP7104,Onboarding,Probation decision,Day 90,2026-08-03,Completed,2026-08-17,HR
BP-91365,EMP7104,Onboarding,90-day survey,Day 90,2026-08-18,Completed,2026-08-19,HR
BP-91366,EMP7105,Onboarding,Laptop issued,Day 1,2026-07-16,Completed,2026-07-10,Manager
BP-91367,EMP7105,Onboarding,Email + SSO access,Day 1,2026-08-01,Escalated,,Payroll
BP-91368,EMP7105,Onboarding,Building badge,Day 1,2026-07-12,Completed,2026-07-28,Manager
BP-91369,EMP7105,Onboarding,Team introduction,Day 1,2026-08-03,Completed,2026-07-27,HR
BP-91370,EMP7105,Onboarding,Compliance training assigned,Day 7,2026-07-19,Completed,2026-08-05,Payroll
BP-91371,EMP7105,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-31,Completed,2026-07-31,Payroll
BP-91372,EMP7105,Onboarding,First 1:1 scheduled,Day 7,2026-07-18,Completed,2026-07-31,Payroll
BP-91373,EMP7105,Onboarding,Role goals set,Day 30,2026-09-01,Completed,2026-09-18,Payroll
BP-91374,EMP7105,Onboarding,Compliance Document signed,Day 30,2026-09-06,In Progress,,HR
BP-91375,EMP7105,Onboarding,30-day check-in,Day 30,2026-08-26,Completed,2026-08-23,IT
BP-91376,EMP7105,Onboarding,Mid-probation review,Day 60,2026-09-07,Completed,2026-09-03,IT
BP-91377,EMP7105,Onboarding,Probation decision,Day 90,2026-11-06,In Progress,,IT
